:			Group	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Black	Dot	0	Group	PC 1	PC 2	PC 3	PC 4	PC 5	PC 6	PC 7	PC 8	PC 9	PC 10	PC 11	PC 12	PC 13	PC 14	PC 15	PC 16	PC 17	PC 18	PC 19	PC 20	PC 21	PC 22	PC 23	PC 24	PC 25	PC 26	PC 27	PC 28	PC 29	PC 30	PC 31	PC 32	PC 33	PC 34	PC 35	PC 36	PC 37	PC 38	PC 39	PC 40	PC 41	PC 42	PC 43	PC 44	PC 45	PC 46	PC 47	PC 48	PC 49	PC 50	PC 51	PC 52	PC 53	PC 54	PC 55	PC 56	PC 57	PC 58	65	
Darkorange	Dot	20	G3	-0.24052	0.0066081	-0.0010673	-0.016141	0.018394	0.0093099	-0.0030416	0.0032214	0.0016851	-0.0012121	0.0030234	0.0028652	-0.00075518	0.0016512	0.0056304	0.0017062	-0.0016984	0.0024759	0.0015533	-0.00058236	-0.0013969	0.00043795	-0.00057227	0.0010064	7.2273E-05	0.0015788	-0.00021162	0.0017758	-0.0021301	-0.00021258	8.6657E-05	-0.00099073	-0.00055257	-0.00056678	0.00081793	0.00057806	0.00048454	-0.00035995	-0.00014277	-0.00094766	0.00022636	-0.00056699	0.00037743	-0.00016971	-0.00032217	0.00035408	0.00015965	0.000206	0.00011347	0.00063376	-2.7306E-05	6.9436E-06	-0.00014565	-1.1464E-05	7.53E-05	4.984E-06	8.9957E-05	2.8992E-05	6.4273E-05	
Darkorange	Dot	21	G3	-0.064644	0.031432	-0.015988	-0.018586	0.0052711	-0.0041822	0.013389	-0.00063021	0.00090323	0.0016601	-0.0049306	-0.0044288	-0.0015787	0.0042467	-0.0025016	-0.00019991	-0.0011082	-0.001988	0.0015293	-0.00021712	-0.0011357	-0.0024185	0.0024421	0.0015692	7.0214E-05	0.00064869	0.00039419	-0.00041792	0.00068146	0.0010764	0.0014187	-0.00038865	-0.00035483	-0.00044722	0.0001104	-0.00015436	0.00048013	-0.00054161	8.7633E-05	0.00046523	7.1394E-06	0.00029358	-8.6226E-05	0.00062612	-0.00034507	-0.00045147	0.00026994	0.00067147	0.00024581	-0.00029661	-0.00018357	0.00024588	-0.00018979	1.1836E-05	0.00020066	-3.9658E-05	4.3354E-05	4.4225E-05	2.6175E-05	
Darkorange	Dot	22	G3	-0.23106	0.00061726	-0.01055	-0.011252	0.035452	-0.0098764	-0.00055575	0.0064235	0.0016641	-0.0015951	0.0025568	0.0087941	-0.0053942	-0.0018485	-0.0036201	-0.0028214	-0.002239	0.0013846	-0.00085467	-0.0024625	0.0015736	0.00057523	-0.0014585	-0.00037831	-0.0027392	0.00065993	-0.00073504	0.00072026	-0.0010684	-0.00073528	-0.00070103	0.00064571	0.00062737	-9.1724E-05	-0.001196	0.00054276	0.00093688	-0.00029998	-0.00067461	-0.00019197	-0.00030197	0.00057258	0.00010599	0.00043818	0.00027522	-0.00047796	-0.00022948	6.099E-05	-0.00016566	-3.4453E-05	0.00014592	0.00016872	-7.1488E-05	0.00012167	-7.5916E-05	-2.2643E-05	-0.00010109	4.6564E-05	-1.2E-05	
Darkorange	Dot	23	G3	0.38091	-0.1063	0.0099632	0.021147	0.042701	0.0018795	0.0070485	-0.026774	0.00034585	0.0054852	0.005172	-0.0041785	-0.0062685	-0.0031432	0.004174	-0.0061543	0.0048094	3.3604E-05	0.0016281	-0.0028247	-0.0025817	-0.00039278	-0.0012039	0.00032915	0.0015354	0.00052257	0.00052711	-0.00033094	-0.00084734	-0.0010491	0.00058537	-0.00016555	-0.00042677	0.00020794	0.0002371	-0.00064504	0.00031098	-0.00012356	0.00033513	0.00037805	0.00014195	0.00011733	6.7837E-05	0.00023796	4.1635E-05	-8.7372E-05	0.00013317	-9.6314E-05	-4.9564E-05	3.2021E-06	4.7219E-05	-0.00015073	2.6041E-05	-8.2413E-05	-6.7308E-06	-3.0759E-05	-7.0203E-05	-6.181E-06	4.7495E-06	
Darkorange	Dot	24	G3	0.12755	0.0032016	0.027729	0.0097215	-0.0014502	-0.02709	-0.0004035	-0.0066712	0.0081246	-0.0061128	0.0038612	0.0010627	0.0063675	3.254E-05	1.6055E-05	0.00090432	-0.0021278	0.00030812	0.00077828	0.0013166	-0.00032964	-0.0022532	-0.0011718	0.00033847	0.00031196	0.0015718	0.00075884	0.0015517	0.00099089	9.0937E-06	-0.000355	-0.0022998	-0.00031312	0.00014464	-0.00084303	0.00056783	0.00019415	-0.00056642	0.00030708	-0.00021533	-0.00063955	-0.00037115	0.00068094	0.00015468	-0.00011832	-0.00011554	0.00011365	-0.00015817	-9.3635E-05	-0.00024612	-0.00018484	-0.00013199	7.7694E-05	2.0136E-06	4.4893E-05	0.00018837	-5.7346E-05	-3.1622E-05	-9.7992E-05	
Darkorange	Dot	25	G3	-0.20361	0.012186	0.021734	0.0023628	0.0041406	0.016907	0.020625	0.0090055	-0.001613	0.0096894	0.0062817	0.00042204	-0.00083098	0.0008196	0.00018361	-0.0020774	-0.00038068	-0.0031374	0.0016974	0.0016095	0.0023976	-0.0018142	0.0020208	-0.00162	0.00050091	0.00043556	-0.0021953	0.0014537	0.00071901	0.00079595	0.00058187	0.00037631	-0.00029812	7.0407E-05	-0.00019118	-0.00021656	0.00089949	4.3942E-05	0.00053553	-0.00031334	1.3811E-05	-0.00041807	0.00018467	-0.00028356	-2.2796E-05	0.00024012	-0.00052819	0.00011127	-0.00019564	-0.00013225	-1.9487E-05	-0.0002804	8.7786E-05	-7.2083E-05	-2.1387E-05	-0.00027235	-3.96E-05	1.2934E-05	-3.8445E-05	
Darkorange	Dot	26	G3	0.047963	0.02634	0.031315	-0.027973	-0.024677	-0.0076056	0.0042317	-0.0028981	-0.0035977	-0.0044438	-0.0045793	-0.0027639	0.0018204	-0.0021221	0.0002152	-0.0042833	0.0013172	0.0020237	-0.00025393	0.0013318	-0.0030328	0.0019539	0.001909	0.0011363	0.00018401	0.0015442	-0.0015058	-0.00035781	-0.00075747	1.7142E-05	0.00073656	-0.00017618	-0.0013319	0.00016169	0.001037	-4.6495E-05	0.00051204	-0.00050573	-0.00082174	-5.1618E-05	0.0001139	0.00042099	0.0001497	-0.00044785	8.2227E-05	-0.00027845	-0.00020505	-0.0002301	-0.0002143	-5.0899E-05	0.00020086	0.00035791	0.00012782	-4.5043E-05	-0.00012512	-3.4221E-05	0.00011498	-2.2633E-05	-7.9425E-05	
Darkorange	Dot	27	G3	0.2874	-0.056233	0.018828	-0.0058229	0.0013664	-0.00026051	0.00088306	-0.0060782	0.0016151	-0.0012103	0.0081288	0.0045229	0.0039675	-0.0057681	0.00058296	0.0012295	0.0010554	-0.0034038	0.0035644	-0.0033666	0.0012039	-0.0010288	0.0011068	0.0022628	-0.0019335	-0.0028009	-0.00063283	-5.7033E-05	0.00089962	-0.00010011	-0.00084738	0.0010015	0.00055847	-0.0008283	0.00024922	0.00071187	-1.5374E-05	-0.00060631	-0.00050034	8.7834E-05	-0.00043319	-0.00019889	-0.00018068	-0.0003795	-3.678E-05	0.00024763	5.9591E-05	0.0001073	0.00031348	-0.00013939	0.00012085	3.6026E-05	4.3845E-05	1.9508E-05	-8.1947E-06	2.192E-05	0.00020669	2.1453E-05	-2.5823E-05	
Darkorange	Dot	28	G3	0.15853	-0.0086274	0.025143	-0.011325	-0.007292	-0.013617	0.017787	-0.014257	-0.00032292	-0.0091124	0.0054041	-0.0038025	0.0086848	-0.00096991	0.0016071	-0.0024718	-0.0027047	0.0017094	0.00078209	0.0017877	-0.0014682	0.00066814	9.353E-05	-0.0024636	-0.0016627	-0.001123	0.00069106	-0.00022175	0.00041357	0.0014588	-0.00015174	-0.00066456	-0.00033388	-0.0001216	-0.0004749	0.00061054	0.00011433	0.00051062	0.00011295	-0.00025998	-0.0002862	0.00022196	-0.00051247	-5.9088E-06	0.00030732	-0.0001459	-6.1288E-05	6.2126E-05	0.00018043	0.0001418	2.6752E-05	1.9965E-05	-0.00023505	-7.6881E-05	-0.000148	-0.00012878	-8.6128E-05	-4.533E-05	0.00011389	
Darkorange	Dot	29	G3	0.00096614	0.02221	-0.027964	-0.039455	0.011987	-0.01895	0.0059338	-0.0042173	-0.0067652	-0.00057684	-0.0039781	-0.0027298	0.0023453	0.00032347	-0.0033483	-0.0014433	0.0038409	-0.0027551	-0.0011589	0.0014155	-0.000395	-0.00012593	-0.00061861	-0.00046189	-0.00079831	0.0013451	-0.00055727	0.00075983	0.0015748	-3.518E-05	-0.00041165	0.0005604	0.00078629	-0.00035212	-0.00051114	0.00019981	-0.00018354	0.00023579	2.048E-05	-0.00023518	0.0010001	0.00043046	0.00073729	5.0167E-05	0.00015027	-0.00011495	-9.3885E-05	-0.00042264	0.00044294	0.00016158	0.0001991	-0.00032682	9.478E-05	-0.00016263	0.00013064	5.5934E-05	0.00011253	1.7135E-05	3.0823E-05	
